Week,StoreNum,Category,Sales,Units , profit,week no,Year
201750,57,2,791879.91,17720,253477.7728,50,2017
201750,57,8,198652.78,6375,52369.1019,50,2017
201750,57,50,0,2,-13.2,50,2017
201750,57,36,114957.26,902,56455.2053,50,2017
201750,57,3,210918.12,12019,79047.1491,50,2017
201750,57,7,1391469.78,22276,582395.362,50,2017
201751,57,5,185686.16,8350,45718.897,51,2017
201751,57,4,1613203.7,34098,394415.6867,51,2017
201751,57,35,420.56,30,54.6728,51,2017
201751,57,3,223790.22,11891,83995.9247,51,2017
201751,57,2,864953.44,19943,244735.2438,51,2017
201751,57,7,1053686.69,19363,416533.9194,51,2017
201751,57,36,89981.96,713,44504.9493,51,2017
201751,57,8,195451.04,5527,79948.7507,51,2017
201751,57,50,0,1,-6.6,51,2017
201751,57,1,1505260.09,24722,537893.1159,51,2017
201752,57,7,1338907.02,22839,495366.9203,52,2017
201752,57,1,1432800.17,21346,530012.8925,52,2017
201752,57,50,0,4,-26.4,52,2017
201752,57,8,212645.74,6604,80320.6058,52,2017
201752,57,36,99743.03,791,46764.7598,52,2017
201752,57,2,716733.28,14697,236427.3001,52,2017
201752,57,5,151362.46,6705,40572.5674,52,2017
201752,57,3,192126.68,8634,73401.0636,52,2017
201752,57,35,463.11,23,60.2043,52,2017
201752,57,4,1190102.45,23953,376899.9554,52,2017
201753,57,3,218141.24,10404,81782.9769,53,2017
201753,57,1,1691419.77,25584,532208.5816,53,2017
201753,57,5,166807.14,6132,54609.8,53,2017
201753,57,2,741371.19,14048,263566.2774,53,2017
201753,57,7,1157074.66,19431,450006.4597,53,2017
201753,57,35,1371.32,84,178.2716,53,2017
201753,57,36,139687.59,1307,65415,53,2017
201753,57,8,291171.32,8755,128755.5099,53,2017
201753,57,4,1890256.87,37274,222549.3735,53,2017
201801,57,7,1010729.01,15405,400815.3359,1,2018
201801,57,35,1267.75,59,164.8075,1,2018
201801,57,8,400069.28,12517,188725.7877,1,2018
201801,57,3,263170.68,15741,99175.17,1,2018
201801,57,36,140864.2,1142,61647.2763,1,2018
201801,57,4,1889867.12,38601,392215.736,1,2018
201801,57,2,802677.65,14459,306339.2912,1,2018
201801,57,5,244752.44,11010,51007.903,1,2018
201801,57,1,1941520.76,28771,656291.8108,1,2018
201802,57,35,893.64,48,116.1732,2,2018
201802,57,4,1394934.48,25166,528469.9679,2,2018
201802,57,1,1673968.5,23277,633595.1994,2,2018
201802,57,5,239901.87,9874,60464.0945,2,2018
201802,57,2,927266.95,18660,269207.457,2,2018
201802,57,3,301734.6,15305,111817.4963,2,2018
201802,57,36,167149.19,1414,76736.4741,2,2018
201802,57,8,410988.91,11566,198660.2769,2,2018
201802,57,7,1215561.38,21199,476762.9237,2,2018
201803,57,35,987.01,51,128.3113,3,2018
201803,57,5,251546.35,12094,50736.5096,3,2018
201803,57,7,1221375.46,21089,447421.9745,3,2018
201803,57,3,347864.63,21745,130341.2271,3,2018
201803,57,2,922348.39,19496,235749.8993,3,2018
201803,57,50,0.33,3,-16.99,3,2018
201803,57,36,110464.3,999,46122.827,3,2018
201803,57,1,1802451.18,29067,548063.6991,3,2018
201803,57,8,343806.49,8561,159612.3841,3,2018
201803,57,4,1043356.89,20759,408537.8365,3,2018
201804,57,4,1457047.38,29008,531597.2662,4,2018
201804,57,35,923.47,47,120.0511,4,2018
201804,57,5,256745.93,13023,46046.2073,4,2018
201804,57,3,228688.64,10180,87928.501,4,2018
201804,57,1,2483076.23,38954,781921.3116,4,2018
201804,57,8,336545.93,10656,151430.3608,4,2018
201804,57,36,142279.63,1273,69276.4854,4,2018
201804,57,7,1094663.45,20634,423474.6223,4,2018
201804,57,2,1084723.67,24594,234641.0254,4,2018
201805,57,3,424687.11,12104,155373.7668,5,2018
201805,57,5,279191.68,10560,91406.331,5,2018
201805,57,1,2115757.29,31301,777195.9098,5,2018
201805,57,2,726732.91,13766,270861.2451,5,2018
201805,57,7,1392623.43,23454,547086.1221,5,2018
201805,57,36,109550.7,805,57826.5363,5,2018
201805,57,35,748.47,34,97.3011,5,2018
201805,57,8,219774.93,5933,106907.0383,5,2018
201805,57,4,1195775.07,21837,521736.2081,5,2018
201806,57,1,2568873.29,37266,901758.4845,6,2018
201806,57,7,2186617.05,33714,743644.6494,6,2018
201806,57,5,274305.94,9357,78178.6514,6,2018
201806,57,3,448638.01,16136,164827.7332,6,2018
201806,57,2,963517.48,17793,333304.4737,6,2018
201806,57,36,158196.4,1210,82848.4356,6,2018
201806,57,8,250984.11,5830,121153.1904,6,2018
201806,57,4,1647179.06,28108,621694.803,6,2018
201806,57,35,790.27,44,102.7351,6,2018
201807,57,2,1653746.14,30283,568460.9718,7,2018
201807,57,1,2993050.55,48739,1121039.099,7,2018
201807,57,5,307784.03,12747,95412.6374,7,2018
201807,57,7,1985579.88,37220,676274.8078,7,2018
201807,57,4,2195935.18,39856,794597.0441,7,2018
201807,57,8,284447.44,7618,131020.5609,7,2018
201807,57,3,637146.41,21953,211087.4961,7,2018
201807,57,36,161732.41,1328,77079.4896,7,2018
201807,57,35,1109.89,62,144.2857,7,2018
201808,57,35,458.29,32,59.5777,8,2018
201808,57,4,1585948.08,28007,565126.9051,8,2018
201808,57,8,341235.86,8485,150986.1211,8,2018
201808,57,5,212545.82,9649,46386.6756,8,2018
201808,57,36,131270.9,945,66503.3776,8,2018
201808,57,1,2347453.39,33970,1049482.895,8,2018
201808,57,2,978334.78,17871,332777.7955,8,2018
201808,57,3,341012.35,11112,114683.0917,8,2018
201808,57,7,1398028.39,29199,312499.0779,8,2018
201809,57,36,99466.57,656,48187.523,9,2018
201809,57,1,1962850.63,30196,811873.1338,9,2018
201809,57,8,300505.15,6732,90713.045,9,2018
201809,57,5,178076.4,6184,51037.8586,9,2018
201809,57,4,1986976.62,30076,793368.1723,9,2018
201809,57,2,778507.23,12777,317654.6528,9,2018
201809,57,35,570.58,22,74.1754,9,2018
201809,57,3,305815.32,9235,115237.0694,9,2018
201809,57,7,1006414.67,19875,259840.4438,9,2018
201810,57,7,1899352.3,28794,619873.4677,10,2018
201810,57,50,500,20,248,10,2018
201810,57,1,2331665.17,36942,1025896.522,10,2018
201810,57,36,109627.69,707,46064.656,10,2018
201810,57,8,237830.98,9172,70300.4703,10,2018
201810,57,35,279.85,9,36.3805,10,2018
201810,57,2,1133986.03,22047,429366.9959,10,2018
201810,57,3,313491.1,11947,111667.9894,10,2018
201810,57,5,197413.95,7312,76725.4555,10,2018
201810,57,4,2087278.76,37307,878514.4436,10,2018
201811,57,5,385301.71,15076,144361.6902,11,2018
201811,57,35,191.68,8,24.9184,11,2018
201811,57,4,3485036.57,69216,1460826.906,11,2018
201811,57,8,277290.27,8247,97237.4236,11,2018
201811,57,2,2245192.58,44783,862685.4159,11,2018
201811,57,36,199239.28,1331,78069.7778,11,2018
201811,57,3,432674.43,14055,139997.1312,11,2018
201811,57,1,3823874.67,66700,1647949.087,11,2018
201811,57,7,3036168.91,45309,1072867.366,11,2018
201812,57,5,289437.37,10912,112356.1762,12,2018
201812,57,35,252.07,14,32.7691,12,2018
201812,57,7,2117507.6,33426,742169.8971,12,2018
201812,57,36,162264.28,1273,65077.4493,12,2018
201812,57,8,209013.82,6231,95490.4033,12,2018
201812,57,2,1575307.85,30316,621970.5838,12,2018
201812,57,1,2633168.66,46803,1104413.788,12,2018
201812,57,50,450,30,156,12,2018
201812,57,3,231323.44,6588,83376.6869,12,2018
201812,57,4,2433850.66,46553,1039072.708,12,2018
201813,57,4,3291277.49,63680,1308398.942,13,2018
201813,57,5,335793.73,14063,126132.7773,13,2018
201813,57,3,234035.16,5133,88437.342,13,2018
201813,57,35,401.55,16,52.2015,13,2018
201813,57,8,284573.31,6740,136139.3851,13,2018
201813,57,36,183432.65,1619,81981.5186,13,2018
201813,57,7,2762223.63,48555,967616.1456,13,2018
201813,57,2,1898097.11,35561,727265.9521,13,2018
201813,57,1,3572202.76,65256,1425270.26,13,2018
201814,57,4,1806800.92,22043,791165.3409,14,2018
201814,57,2,1856702.02,19894,774957.1493,14,2018
201814,57,1,2191527.43,41375,857632.2273,14,2018
201814,57,5,165132.4,6239,64106.9044,14,2018
201814,57,7,1623726.46,22976,662983.4784,14,2018
201814,57,35,261.95,7,34.0535,14,2018
201814,57,8,272750.27,5725,127419.3891,14,2018
201814,57,3,263718.19,6496,95270.7663,14,2018
201814,57,50,0,0,0,14,2018
201814,57,36,107668.7,955,49736.7727,14,2018
201815,57,3,264949.69,7170,97100.3303,15,2018
201815,57,2,918006.09,16536,373868.5927,15,2018
201815,57,4,1484250.75,26105,643270.3687,15,2018
201815,57,50,100.11,5,37.11,15,2018
201815,57,36,143964.98,1041,65759.7161,15,2018
201815,57,8,294894.91,7580,136926.0676,15,2018
201815,57,35,284.55,15,36.9915,15,2018
201815,57,7,1768895.73,27881,683925.644,15,2018
201815,57,1,2760866.5,45167,1117613.214,15,2018
201815,57,5,233277.24,9429,83826.3297,15,2018
201816,57,2,1180314.38,21436,454084.7902,16,2018
201816,57,36,142293.92,1079,65614.4221,16,2018
201816,57,1,2169116.22,32987,878759.84,16,2018
201816,57,8,176749.47,4152,91268.0138,16,2018
201816,57,3,180641.45,4854,69843.6825,16,2018
201816,57,50,100,151,-357.2,16,2018
201816,57,4,1674590.73,26946,729327.7642,16,2018
201816,57,35,160.9,8,20.917,16,2018
201816,57,5,240976.44,10466,77921.5231,16,2018
201816,57,7,1699058.48,33068,656536.4351,16,2018
201817,57,1,2251074.24,34835,985370.2495,17,2018
201817,57,36,134671.8,978,64529.2808,17,2018
201817,57,8,178073.17,5162,86926.1726,17,2018
201817,57,50,50.22,251,-462.33,17,2018
201817,57,7,1863719.61,30366,643774.8175,17,2018
201817,57,2,1184549.09,22354,479618.9602,17,2018
201817,57,5,267764.68,8906,92555.6363,17,2018
201817,57,3,295587.51,10466,102568.3629,17,2018
201817,57,35,227.9,6,29.627,17,2018
201817,57,4,1705184.74,28959,743071.4174,17,2018
201818,57,7,1430007.39,23436,491422.4574,18,2018
201818,57,1,2267766.24,40431,911098.9819,18,2018
201818,57,8,256027.86,8437,106475.1963,18,2018
201818,57,50,50.52,1295,-7188.84,18,2018
201818,57,36,159309.71,1163,79013.7185,18,2018
201818,57,35,400.58,23,52.0754,18,2018
201818,57,4,1981654.76,36789,771456.5599,18,2018
201818,57,3,584931.44,15433,185241.1486,18,2018
201818,57,5,241419.66,9886,82850.907,18,2018
201818,57,2,1799761.5,44922,609001.2242,18,2018
201819,57,3,333983.97,8012,118575.4643,19,2018
201819,57,2,2800479.23,78005,900158.3059,19,2018
201819,57,8,277996.43,7541,121897.2989,19,2018
201819,57,4,2995674.15,49490,1022335.586,19,2018
201819,57,36,131952.64,918,62956.8471,19,2018
201819,57,50,50.15,335,-1720.69,19,2018
201819,57,35,634.7,25,82.511,19,2018
201819,57,7,2301368.93,31991,862456.6708,19,2018
201819,57,5,366259.11,22124,60281.589,19,2018
201819,57,1,2214089.69,39570,750537.2322,19,2018
201820,57,4,1235589.22,24571,478750.9823,20,2018
201820,57,7,1478608.23,25412,571318.9711,20,2018
201820,57,3,179833.25,4718,69288.1101,20,2018
201820,57,35,675.05,55,87.7565,20,2018
201820,57,50,95,10,4.72,20,2018
201820,57,8,168194.07,4791,70675.2769,20,2018
201820,57,36,119713.2,881,57436.9996,20,2018
201820,57,2,940945.28,21085,351809.5821,20,2018
201820,57,1,1813714.01,33572,676212.9539,20,2018
201820,57,5,297193.38,15768,67576.9853,20,2018
201821,57,1,2013342.12,37173,770231.9439,21,2018
201821,57,8,227627.36,7092,93041.4404,21,2018
201821,57,2,1059280.51,22512,331051.9673,21,2018
201821,57,3,217679.44,6778,85078.4758,21,2018
201821,57,7,1642441.65,30699,646828.4737,21,2018
201821,57,50,315,21,50.4,21,2018
201821,57,36,159603.82,1286,72955.1947,21,2018
201821,57,5,245622.75,12745,58977.513,21,2018
201821,57,35,866.05,41,112.5865,21,2018
201821,57,4,1341999.92,27130,491699.3234,21,2018
201822,57,4,1142227.38,24566,415534.7791,22,2018
201822,57,35,767.76,36,99.8088,22,2018
201822,57,3,222672.54,7737,84746.8328,22,2018
201822,57,2,845037.38,18697,278215.8702,22,2018
201822,57,7,1493186.67,24659,550098.5945,22,2018
201822,57,36,129234.64,1131,53550.0148,22,2018
201822,57,8,221894.95,7233,97295.0724,22,2018
201822,57,50,15,1,2.4,22,2018
201822,57,1,1946383.07,39576,663691.7883,22,2018
201822,57,5,308619.57,20756,29474.1799,22,2018
201823,57,3,216927.57,6681,79356.7731,23,2018
201823,57,5,261239.82,14171,48761.9199,23,2018
201823,57,4,1402417.7,28719,491115.794,23,2018
201823,57,7,2113347.74,32740,729774.6929,23,2018
201823,57,50,135,9,21.6,23,2018
201823,57,8,161424.74,5421,76300.1536,23,2018
201823,57,36,113892.56,1067,50802.2797,23,2018
201823,57,1,2149838.44,49144,637285.7686,23,2018
201823,57,35,765.25,31,99.4825,23,2018
201823,57,2,1130750.06,22080,356616.4827,23,2018
201824,57,3,239589.32,6434,86223.0164,24,2018
201824,57,36,114593.45,1092,49998.7096,24,2018
201824,57,1,1609036.25,37557,468286.7705,24,2018
201824,57,7,1802643.07,29790,580249.2509,24,2018
201824,57,2,860844.52,19794,251955.1028,24,2018
201824,57,35,801.4,57,104.182,24,2018
201824,57,4,1286236.69,29488,444772.5216,24,2018
201824,57,5,226430.06,12241,43535.3086,24,2018
201824,57,50,175,11,36.4,24,2018
201824,57,8,168988.21,5723,78583.1791,24,2018
201825,57,1,1661351.4,37848,431150.8219,25,2018
201825,57,36,143741.3,1691,57703.8538,25,2018
201825,57,8,262955.88,6372,133937.6404,25,2018
201825,57,2,1152376.63,30484,203474.4357,25,2018
201825,57,50,210,14,33.6,25,2018
201825,57,3,227261.18,5596,82736.0258,25,2018
201825,57,4,1591571.73,33207,479236.4918,25,2018
201825,57,35,727.01,29,94.5113,25,2018
201825,57,5,223336.73,13596,42726.799,25,2018
201825,57,7,1347883.65,23112,480907.6967,25,2018
201826,57,36,116319.8,1349,49520.3054,26,2018
201826,57,50,240,17,32.8,26,2018
201826,57,7,1332737.31,20476,502395.9403,26,2018
201826,57,2,671864.45,15669,206528.5682,26,2018
201826,57,1,1967615.54,44747,467501.1744,26,2018
201826,57,5,186148.36,9483,44941.4111,26,2018
201826,57,4,1135228.59,24784,420925.3651,26,2018
201826,57,3,302543.54,9035,106170.2393,26,2018
201826,57,35,560.82,22,72.9066,26,2018
201826,57,8,163522.06,4369,73073.0869,26,2018
201827,57,7,1236795.04,20195,476562.1569,27,2018
201827,57,35,651.48,30,84.6924,27,2018
201827,57,8,140845.94,3694,68506.2637,27,2018
201827,57,50,165,11,26.4,27,2018
201827,57,3,362670.41,10345,130585.1572,27,2018
201827,57,36,73152.19,799,27959.2553,27,2018
201827,57,4,979948.01,22875,368775.5769,27,2018
201827,57,2,559564.06,12582,180563.1228,27,2018
201827,57,1,1014492.05,19267,393299.435,27,2018
201827,57,5,181926.49,7724,59434.2101,27,2018
201828,57,1,1405483.56,21863,582757.1158,28,2018
201828,57,5,190919.71,7689,66268.9614,28,2018
201828,57,3,215806.16,5410,86477.0597,28,2018
201828,57,2,575878.98,11554,206977.2719,28,2018
201828,57,4,996829.83,22230,414259.1332,28,2018
201828,57,8,172318.85,4628,81249.885,28,2018
201828,57,36,75732.71,579,37490.583,28,2018
201828,57,50,105.22,166,-939.32,28,2018
201828,57,35,378.8,26,49.244,28,2018
201828,57,7,1215239.67,23053,492224.5028,28,2018
201829,57,35,519.3,26,75.156,29,2018
201829,57,5,228806.66,8932,87028.8297,29,2018
201829,57,50,120.15,827,-4911.03,29,2018
201829,57,7,1628264.68,34440,654077.5683,29,2018
201829,57,2,751699.77,15917,262872.2489,29,2018
201829,57,1,1520518.64,27624,564740.3572,29,2018
201829,57,3,223429.48,5478,87161.8429,29,2018
201829,57,8,171029.6,4601,80521.4378,29,2018
201829,57,36,71304.18,698,32630.4397,29,2018
201829,57,4,1159475.57,22548,478958.4553,29,2018
201830,57,5,297206.05,13044,97899.8903,30,2018
201830,57,35,718.62,37,101.0676,30,2018
201830,57,4,1393839.38,26046,567583.7304,30,2018
201830,57,1,1415073.99,27142,539964.047,30,2018
201830,57,8,192133.77,6145,70854.1391,30,2018
201830,57,50,118.07,303,-1758.63,30,2018
201830,57,36,113948.04,1493,45762.593,30,2018
201830,57,3,202317.47,5572,77986.7503,30,2018
201830,57,7,1240270.94,21501,471328.3807,30,2018
201830,57,2,956321.4,21544,290556.6864,30,2018
201831,57,3,336867.55,10746,120015.1368,31,2018
201831,57,2,1418378.92,32358,405850.1943,31,2018
201831,57,5,313246.2,15695,81621.1805,31,2018
201831,57,50,192,19,-47.05,31,2018
201831,57,7,1505712.18,26490,565990.7349,31,2018
201831,57,1,2237911.81,48662,606162.6649,31,2018
201831,57,8,244097.41,9555,26067.6917,31,2018
201831,57,36,103467.45,1001,47001.2066,31,2018
201831,57,35,807,40,111.729,31,2018
201831,57,4,1853257.11,36810,672524.3076,31,2018
201832,57,7,2216194.3,34502,751521.1711,32,2018
201832,57,5,388832.33,16542,136810.7762,32,2018
201832,57,1,1779908.72,26968,734166.9143,32,2018
201832,57,3,625598.34,21820,206287.0386,32,2018
201832,57,2,968392.23,17684,352518.7247,32,2018
201832,57,35,1158.58,79,361.0954,32,2018
201832,57,8,190841.81,4407,94579.8096,32,2018
201832,57,36,49134.47,443,22727.2095,32,2018
201832,57,50,407.17,46,-139.18,32,2018
201832,57,4,1900244.08,31228,777032.8999,32,2018
201833,57,2,878051.11,17332,314867.5012,33,2018
201833,57,5,282898.4,8522,100137.1459,33,2018
201833,57,1,1713076.09,29632,694222.9673,33,2018
201833,57,7,1856458.47,28647,640305.6167,33,2018
201833,57,50,240,25,-68.42,33,2018
201833,57,4,1876497.85,33006,781039.0339,33,2018
201833,57,3,390839.93,13950,142304.3725,33,2018
201833,57,8,177003.33,5175,89320.5652,33,2018
201833,57,36,58414.3,418,27912.9101,33,2018
201833,57,35,1311.87,78,341.5101,33,2018
201834,57,35,930.88,45,274.1824,34,2018
201834,57,4,1617575.48,26186,747543.3322,34,2018
201834,57,5,268324.12,7886,104905.2496,34,2018
201834,57,1,1885693.35,28701,869098.6199,34,2018
201834,57,8,174205.87,4688,85168.9053,34,2018
201834,57,2,914275.35,15974,373255.0869,34,2018
201834,57,7,1318563.93,21476,512493.3922,34,2018
201834,57,50,294.11,30,-82.84,34,2018
201834,57,36,51762.15,320,22171.9029,34,2018
201834,57,3,283936.17,10405,104346.8938,34,2018
201835,57,50,122.13,394,-4253.64,35,2018
201835,57,1,1627719.34,23062,739456.8439,35,2018
201835,57,8,258204.23,6983,117917.7165,35,2018
201835,57,36,52886.49,289,26006.2137,35,2018
201835,57,5,266230.86,8704,107240.7048,35,2018
201835,57,4,1610831.67,22828,787940.6449,35,2018
201835,57,35,491.33,28,101.0879,35,2018
201835,57,2,738059.02,12428,331210.9492,35,2018
201835,57,3,423960.22,12479,145620.2616,35,2018
201835,57,7,1070372.65,16755,366530.9394,35,2018
201836,57,4,2393162.74,37928,1091493.09,36,2018
201836,57,3,422538.61,14917,148892.5338,36,2018
201836,57,5,401589,14761,157286.1458,36,2018
201836,57,7,2173845.51,33622,793975.5997,36,2018
201836,57,50,40.01,5,-21.45,36,2018
201836,57,8,524665.57,15316,244033.709,36,2018
201836,57,36,65865.71,438,29724.2912,36,2018
201836,57,1,2398902.12,38350,1087803.982,36,2018
201836,57,35,731.01,42,212.0493,36,2018
201836,57,2,1311895.72,23403,532366.2147,36,2018
201837,57,35,1069.61,56,318.3533,37,2018
201837,57,5,540080.46,17499,215375.9067,37,2018
201837,57,8,263391.04,10597,81626.1182,37,2018
201837,57,50,60.11,309,-1199.31,37,2018
201837,57,4,3689256.36,61737,1689851.238,37,2018
201837,57,3,310394,9962,119138.4334,37,2018
201837,57,36,56749.94,428,22913.7801,37,2018
201837,57,1,3765470.59,54253,1765198.303,37,2018
201837,57,7,2429123.77,39034,893289.7556,37,2018
201837,57,2,2353560.41,40815,937937.3766,37,2018
201838,57,35,657.5,41,199.4,38,2018
201838,57,5,471279.67,15260,183536.6614,38,2018
201838,57,7,2480815.52,37386,878793.9096,38,2018
201838,57,1,3159131.12,43786,1469358.013,38,2018
201838,57,2,2070597.71,34491,844951.4495,38,2018
201838,57,36,79208.33,472,33970.3513,38,2018
201838,57,50,10,1,-2.6,38,2018
201838,57,8,205288.01,8010,76284.0447,38,2018
201838,57,3,311711.69,7708,111745.8699,38,2018
201838,57,4,3178691.04,52132,1411879.075,38,2018
201839,57,4,4019153.09,70053,1672035.427,39,2018
201839,57,5,622888.94,23298,225959.2135,39,2018
201839,57,3,342156.7,8192,122786.5278,39,2018
201839,57,35,1705.49,115,537.9557,39,2018
201839,57,36,104806.34,645,46151.7457,39,2018
201839,57,8,282767.35,8464,131805.3505,39,2018
201839,57,1,4067167.91,62354,1795201.54,39,2018
201839,57,50,60.05,8,-23.35,39,2018
201839,57,2,2537307.53,47241,972429.3242,39,2018
201839,57,7,3462775.84,59757,1124378.81,39,2018
201840,57,4,3164953.83,51050,1288696.677,40,2018
201840,57,1,3816309.21,67375,1348544.289,40,2018
201840,57,5,536979.3,19757,196432.428,40,2018
201840,57,7,4127119.5,52341,1247949.915,40,2018
201840,57,2,1711974.85,29284,682757.5913,40,2018
201840,57,8,275688.34,9142,124946.5991,40,2018
201840,57,35,4279.49,298,1534.1357,40,2018
201840,57,36,60686.92,518,24348.271,40,2018
201840,57,3,439371.66,10398,148613.2383,40,2018
201840,57,50,410,42,-117.66,40,2018
201841,57,3,597593.87,14082,198374.144,41,2018
201841,57,2,2921647.84,38616,1204814.331,41,2018
201841,57,36,72547.1,593,27382.8335,41,2018
201841,57,4,4178872.14,60545,1766276.723,41,2018
201841,57,50,50,5,-13,41,2018
201841,57,35,5459.64,341,1707.6582,41,2018
201841,57,8,359449.28,11618,170932.3513,41,2018
201841,57,7,4594705.19,57222,1439932.74,41,2018
201841,57,5,660913.83,23575,249390.4181,41,2018
201842,57,3,639274.48,13156,209364.8693,42,2018
201842,57,8,415193.77,12089,224559.6673,42,2018
201842,57,4,3964488.22,52290,1766277.229,42,2018
201842,57,5,764142.14,27744,267714.2387,42,2018
201842,57,35,5882.4,342,1578.267,42,2018
201842,57,36,156491.24,787,87422.6069,42,2018
201842,57,50,60.72,603,-3690.35,42,2018
201843,57,36,195635.19,1013,105156.052,43,2018
201843,57,50,21,1410,-9372.28,43,2018
201844,57,50,20.55,274,-1545.9,44,2018
201844,57,1,2249661.68,35698,968145.0753,44,2018
201844,57,7,5008704.1,77451,1789428.444,44,2018
201844,57,36,62628.7,397,29021.4982,44,2018
201844,57,4,3094165.64,42781,1313296.173,44,2018
201844,57,3,635140.25,11277,224606.4882,44,2018
201844,57,5,687804.83,25829,217443.1732,44,2018
201844,57,2,3338036.21,66869,1185438.454,44,2018
201845,57,3,585952.23,11588,203891.9754,45,2018
201845,57,8,419175.27,13102,207905.3295,45,2018
201845,57,36,99056.05,485,54012.3628,45,2018
201845,57,4,3271019.42,52573,1382750.292,45,2018
201845,57,50,70.55,18,-75.71,45,2018
201845,57,7,2967814.57,47170,1026817.655,45,2018
201845,57,1,2034853.58,33630,811131.1339,45,2018
201845,57,5,644554.61,25712,196034.8713,45,2018
201845,57,2,3371666.97,102399,1289097.704,45,2018
201846,57,7,4507355.5,51143,1525534.049,46,2018
201846,57,4,2241604.95,34272,882301.6457,46,2018
201846,57,50,0.68,9,-60.55,46,2018
201846,57,36,142841.54,777,77928.5784,46,2018
201846,57,8,347709.63,13364,111920.4407,46,2018
201846,57,3,431052.77,11283,147184.9605,46,2018
201846,57,35,6712.36,490,2432.8032,46,2018
201846,57,2,2341144.42,69322,831569.9222,46,2018
201846,57,5,440742.45,17808,134688.6096,46,2018
201846,57,1,1581623.5,24067,642366.3786,46,2018
201847,57,1,3522634.91,68695,930835.4728,47,2018
201847,57,2,3046997.12,70706,739768.1892,47,2018
201847,57,7,3249455.16,53972,1111508.494,47,2018
201847,57,50,0.61,9,-57.99,47,2018
201847,57,8,345810.16,11826,127399.5626,47,2018
201847,57,3,596379.44,18723,151815.16,47,2018
201847,57,4,3157497.2,60451,996724.568,47,2018
201847,57,5,508733.28,25489,122283.049,47,2018
201848,57,4,874208.33,14223,367305.2999,48,2018
201848,57,35,2460.44,170,392.5722,48,2018
201848,57,3,140351.05,3845,43273.1677,48,2018
201848,57,2,586380.1,11062,222326.4142,48,2018
201848,57,7,1318862.48,19146,469812.4955,48,2018
201848,57,36,64726.97,377,33232.184,48,2018
201848,57,8,83099.16,2743,30124.081,48,2018
201848,57,1,709802.21,12552,248814.5784,48,2018
201848,57,5,151059.14,5565,43940.6982,48,2018
201849,57,7,43627.45,208,12277.8535,49,2018
201849,57,2,1104.89,21,395.2255,49,2018
201849,57,4,2036.74,12,776.6296,49,2018
201849,57,5,19794.44,118,4576.9403,49,2018
201850,57,2,68.6,1,15.1219,50,2018
201850,57,7,3331.49,15,726.3668,50,2018
201850,57,5,1677.52,12,324.7783,50,2018
201850,57,4,1656.39,27,754.8318,50,2018
201851,57,7,95,1,44.0249,51,2018
201852,57,7,1074.86,17,451.229,52,2018
201852,57,4,105,1,57,52,2018
201852,57,5,224.99,1,42.54,52,2018
201902,57,7,362.12,11,185.1573,2,2019
201903,57,7,48.98,2,30.427,3,2019
201905,57,7,66.29,1,31.0961,5,2019
201906,57,7,174.27,3,49.6848,6,2019
201907,57,7,218.86,11,106.4324,7,2019
201908,57,7,279,1,23.2344,8,2019
201909,57,7,237.73,3,116.4301,9,2019
201910,57,7,98.4,7,54.7587,10,2019
201911,57,7,270.36,5,76.5607,11,2019
201912,57,7,217.48,4,52.0309,12,2019
